production_budget_usd,worldwide_gross_usd
26000000,160822438
26000000,176276839
26000000,279500000
26000000,202000000
26000000,102404019
26000000,201324422
26000000,65705772
26000000,61308153
26000000,68613992
26000000,96666486
26000000,146850273
26000000,50800000
26000000,81275291
26000000,90396664
26000000,75763814
26000000,63463195
26000000,67647574
26000000,54393687
26000000,38788828
26000000,33200000
26000000,45043870
26000000,41059418
26000000,28703083
26000000,23345113
26000000,16521410
26000000,30601801
26000000,14494770
26000000,13738574
26000000,33667319
26000000,18477736
26000000,18496522
26000000,6416063
26000000,6154172
26000000,1083350
26000000,2923959
26000000,5000
25530000,30593313
25500000,86301599
25100000,28575778
25000000,622313635
25000000,441286003
25000000,412800000
25000000,213120004
25000000,231771716
25000000,274543085
25000000,226941585
25000000,153733800
25000000,410945720
25000000,322197132
25000000,125339088
25000000,180856996
25000000,89476265
25000000,166842739
25000000,114576403
25000000,137984788
25000000,102992536
25000000,123696741
25000000,49042224
25000000,71390601
25000000,58240458
25000000,128745578
25000000,47092936
25000000,66540205
25000000,44942821
25000000,64594061
25000000,44005073
25000000,52568099
25000000,55598481
25000000,97030468
25000000,41076865
25000000,77208711
25000000,60694737
25000000,55443032
25000000,41560117
25000000,40796145
25000000,50738810
25000000,36833473
25000000,39217912
25000000,38351350
25000000,50401502
25000000,37216643
25000000,119923801
25000000,51800758
25000000,59183821
25000000,56434942
25000000,55279608
25000000,38718031
25000000,234981342
25000000,52367022
25000000,50692188
25000000,40286416
25000000,64605762
25000000,70326393
25000000,38749404
25000000,82150642
25000000,29548291
25000000,56042592
25000000,29847480
25000000,28419106
25000000,82917283
25000000,32224624
25000000,39393111
25000000,32223424
25000000,25732334
25000000,39126427
25000000,29863840
25000000,32831707
25000000,40686409
25000000,22032635
25000000,41921590
25000000,22411948
25000000,38993548
25000000,101850986
25000000,18877153
25000000,23190292
25000000,24591031
25000000,20718223
25000000,21038441
25000000,22910563
25000000,30850666
25000000,71009334
25000000,21970831
25000000,47020146
25000000,16118077
25000000,19233280
25000000,23506237
25000000,36682170
25000000,15468266
25000000,34356760
25000000,24355762
25000000,16727470
25000000,31635150
25000000,43530281
25000000,51702929
25000000,13973532
25000000,14371564
25000000,29206732
25000000,13314562
25000000,7164995
25000000,9363210
25000000,5778353
25000000,5654777
25000000,5516708
25000000,18991288
25000000,12850033
25000000,4064333
25000000,4049527
25000000,6266609
25000000,20052958
25000000,3823620
25000000,38112154
25000000,6792768
25000000,3711633
25000000,42425450
25000000,12413949
25000000,3771345
25000000,1190003
25000000,2009430
25000000,881745
25000000,1415656
25000000,780326
25000000,9313302
25000000,48530887
25000000,146149
25000000,129115
24200000,10447579
24000000,133000000
24000000,172363301
24000000,200612027
24000000,86737464
24000000,156229050
24000000,70027933
24000000,64282881
24000000,85527867
24000000,62989834
24000000,80812424
24000000,83531958
24000000,41798224
24000000,40020622
24000000,99135571
24000000,33208099
24000000,32662299
24000000,67348218
24000000,36856306
24000000,29823162
24000000,48308749
24000000,27732366
24000000,83660160
24000000,35792945
24000000,22099847
24000000,22000000
24000000,17589829
24000000,16304786
24000000,12372410
24000000,19303058
24000000,24474463
24000000,8427204
24000000,11723620
24000000,8292914
24000000,237814327
24000000,4356126
24000000,3777061
24000000,669276
24000000,1696765
23600000,102236596
23000000,15728335
23000000,20912065
23000000,14563409
23000000,13019253
23000000,12803305
23000000,12291975
23000000,11778396
23000000,10660147
23000000,7018525
23000000,24489150
23000000,50813834
23000000,2715657
23000000,13593473
23000000,4673377
22700000,38119483
22500000,131263370
22500000,32398681
22500000,31054727
22000000,517600000
22000000,369884651
22000000,190506000
22000000,363391647
22000000,146590987
22000000,80491516
22000000,175516617
22000000,70949793
22000000,55762229
22000000,94270488
22000000,127767889
22000000,95708457
22000000,110521733
22000000,77229695
22000000,92542418
22000000,113876604
22000000,57520063
22000000,41771168
22000000,55616322
22000000,64220196
22000000,33762400
22000000,25842377
22000000,27882226
22000000,45273464
22000000,35609577
22000000,25044057
22000000,51695362
22000000,31013349
22000000,25873142
22000000,19288130
22000000,22861785
22000000,69698495
22000000,15716828
22000000,14307223
22000000,17216955
22000000,13560782
22000000,20034713
22000000,12967012
22000000,15434375
22000000,10696210
22000000,9818792
22000000,6756412
22000000,6047691
22000000,5000000
22000000,9448623
22000000,27238354
22000000,19563579
22000000,4065020
22000000,23134075
21600000,12005968
21600000,791154
21500000,92987651
21500000,24419219
21500000,22331846
21500000,74290305
21000000,236412453
21000000,94523781
21000000,111809732
21000000,52037603
20700000,150472713
20700000,2840417
20500000,69701637
20500000,30241435
20000000,367452079
20000000,438656843
20000000,256091919
20000000,358994850
20000000,340800479
20000000,276665036
20000000,445968842
20000000,317793763
20000000,164675402
20000000,312755215
20000000,275726716
20000000,183097323
20000000,171685793
20000000,180485601
20000000,246999039
20000000,208900376
20000000,154218168
20000000,96407655
20000000,111173598
20000000,98114471
20000000,175507800
20000000,131944672
20000000,118537627
20000000,78222753
20000000,153698625
20000000,74781999
20000000,73206343
20000000,122133227
20000000,111448997
20000000,73964713
20000000,71232214
20000000,66950887
20000000,92678948
20000000,60831067
20000000,229375361
20000000,96908458
20000000,180790756
20000000,56398875
20000000,208265198
20000000,69911903
20000000,54404202
20000000,53980220
20000000,97628717
20000000,66776576
20000000,50008143
20000000,49823037
20000000,85146165
20000000,109862682
20000000,139924202
20000000,81461343
20000000,47879572
20000000,67192859
20000000,96147688
20000000,91902438
20000000,47911502
20000000,46627836
20000000,43658157
20000000,41975388
20000000,78769428
20000000,62758010
20000000,86858578
20000000,44821299
20000000,70743839
20000000,85583945
20000000,79114085
20000000,37672944
20000000,37540024
20000000,41342180
20000000,46244066
20000000,81424988
20000000,35841901
20000000,67950723
20000000,35450113
20000000,36265745
20000000,26792700
20000000,65457811
20000000,47124638
20000000,25736162
20000000,32838945
20000000,30703845
20000000,48958353
20000000,38883444
20000000,34718173
20000000,38164784
20000000,39686769
20000000,23187506
20000000,30491379
20000000,46844357
20000000,37226218
20000000,21413105
20000000,27688744
20000000,29870801
20000000,20268825
20000000,27911453
20000000,32608019
20000000,28715003
20000000,20081987
20000000,34787111
20000000,20819601
20000000,18826490
20000000,18400000
20000000,56822960
20000000,18310591
20000000,55686944
20000000,17807569
20000000,17612099
20000000,55975672
20000000,22119269
20000000,26308749
20000000,18608570
20000000,102034104
20000000,16988996
20000000,45173738
20000000,20614661
20000000,59667625
20000000,23661038
20000000,74180745
20000000,16612072
20000000,17430594
20000000,15473333
20000000,18250106
20000000,15055091
20000000,19121531
20000000,33943049
20000000,36720752
20000000,30163785
20000000,13801755
20000000,35472739
20000000,36766293
20000000,14566246
20000000,13725032
20000000,13383747
20000000,29958228
20000000,26348203
20000000,25943792
20000000,22281732
20000000,15466961
20000000,12398628
20000000,17306648
20000000,28270399
20000000,11744960
20000000,30894247
20000000,27836366
20000000,10686841
20000000,10570375
20000000,10555348
20000000,34600000
20000000,16907831
20000000,9537120
20000000,9985316
20000000,9208876
20000000,10840632
20000000,9355369
20000000,16723377
20000000,10588079
20000000,14603001
20000000,5031975
20000000,8967531
20000000,4453327
20000000,4504111
20000000,12397613
20000000,25361206
20000000,5531756
20000000,4383538
20000000,3321111
20000000,7023292
20000000,2507181
20000000,150345863
20000000,8359720
20000000,2246000
20000000,2000000
20000000,5313608
20000000,1646664
20000000,5345869
20000000,6093725
20000000,1065907
20000000,8221700
20000000,2282710
20000000,754301
20000000,43888531
20000000,873617
20000000,3727746
20000000,10468867
20000000,375474
20000000,305070
20000000,277943
20000000,47300771
20000000,1167092
20000000,26146072
20000000,5694213
20000000,15824374
19700000,16498827
19500000,195790794
19500000,29393634
19400000,15118795
19100000,5965646
19000000,385510205
19000000,424208805
19000000,277200000
19000000,215448997
19000000,141344255
19000000,58571513
19000000,101564935
19000000,51733921
19000000,70112484
19000000,45604250
19000000,68467960
19000000,65090541
19000000,56445534
19000000,44972183
19000000,32589493
19000000,49858465
19000000,32618920
19000000,76086711
19000000,34359030
19000000,15911332
19000000,13680000
19000000,18100189
19000000,383397782
19000000,10412485
18000000,351620129
18000000,151668774
18000000,141809235
18000000,130714469
18000000,87000000
18000000,144529078
18000000,92935067
18000000,65842412
18000000,92357499
18000000,77147031
18000000,98267558
18000000,92096558
18000000,60278166
18000000,67683989
18000000,73695194
18000000,51973029
18000000,57193655
18000000,47158652
18000000,57490024
18000000,46594261
18000000,103215094
18000000,41382841
18000000,41300105
18000000,43308707
18000000,102912961
18000000,77635035
18000000,62646763
18000000,37048526
18000000,26936265
18000000,41166033
18000000,26828365
18000000,30997027
18000000,26400000
18000000,44263413
18000000,24911670
18000000,27148898
18000000,23380513
18000000,36133014
18000000,80227619
18000000,40651864
18000000,19739000
18000000,60217171
18000000,29934477
18000000,21361109
18000000,30535660
18000000,16959614
18000000,43402515
18000000,23889158
18000000,19685588
18000000,17920013
18000000,16382538
18000000,13747234
18000000,27491653
18000000,13400000
18000000,14189810
18000000,11813989
18000000,16011975
18000000,14451322
18000000,7190505
18000000,6734844
18000000,15696146
18000000,6000000
18000000,5828466
18000000,27147349
18000000,27794339
18000000,5675599
18000000,25941437
18000000,7129670
18000000,23910210
18000000,4100000
18000000,7680250
18000000,7768259
18000000,9082906
18000000,13203044
18000000,2483790
18000000,42137612
18000000,25727044
18000000,1305114
18000000,1199510
18000000,676698
17500000,7454184
17500000,325491
17300000,21132855
17000000,335205231
17000000,207765056
17000000,183300764
17000000,136890774
17000000,125250091
17000000,72071636
17000000,109726800
17000000,72835710
17000000,92670237
17000000,116044347
17000000,55041738
17000000,99041947
17000000,177535958
17000000,133735284
17000000,45707924
17000000,43248374
17000000,42493506
17000000,70355813
17000000,90007532
17000000,95092667
17000000,45312217
17000000,57263440
17000000,30331165
17000000,38028230
17000000,39233233
17000000,26918576
17000000,24719879
17000000,23734486
17000000,21170563
17000000,19693891
17000000,16316273
17000000,15680099
17000000,36700000
17000000,16140842
17000000,11634458
17000000,10000000
17000000,20477425
17000000,16510971
17000000,8607815
17000000,9729088
17000000,10637281
17000000,2694071
17000000,2315000
17000000,8609949
17000000,2110050
17000000,9438074
17000000,7265283
17000000,624531
17000000,364607
17000000,3917679
16800000,7313697
16800000,2281089
16500000,58011485
16500000,43848100
16500000,134993774
16500000,83792062
16500000,39380831
16500000,16154786
16500000,13636339
16400000,239500000
16000000,246400000
16000000,92999400
16000000,119739110
16000000,53977250
16000000,54294169
16000000,68848446
16000000,128256712
16000000,78208812
16000000,40363530
16000000,31943401
16000000,15980376
16000000,14792779
16000000,14125516
16000000,20769209
16000000,14553807
16000000,13854000
16000000,12617472
16000000,11810854
16000000,11540112
16000000,8400000
16000000,12900000
16000000,7171320
16000000,14839383
16000000,6615452
16000000,5825314
16000000,8120148
16000000,8217571
16000000,22594052
16000000,7585011
16000000,1686429
16000000,2814566
16000000,247474497
16000000,35077947
16000000,1685403
16000000,1573603
16000000,1467278
16000000,31631
16000000,94812
15800000,16955673
15700000,63288854
15600000,13771817
15600000,13249756
15500000,88611837
15500000,1757694
15500000,1237615
15500000,517262
15500000,318623
15495600,29729450
15300000,7000000
15250000,12930343
15000000,476684675
15000000,316300000
15000000,356799634
15000000,177200000
15000000,167780960
15000000,430821168
15000000,356258047
15000000,213514672
15000000,216600000
15000000,173046663
15000000,305384865
15000000,160903019
15000000,98800000
15000000,93589701
15000000,227740463
15000000,74456266
15000000,73259017
15000000,108286422
15000000,148095566
15000000,69847348
15000000,67182787
15000000,120192350
15000000,76954311
15000000,61400000
15000000,77514401
15000000,128885873
15000000,55934178
15000000,128955898
15000000,50003303
15000000,50057795
15000000,93411426
15000000,67215435
15000000,52461017
15000000,63706632
15000000,64252038
15000000,47175038
15000000,31045750
15000000,37659652
15000000,30261293
15000000,30138912
15000000,44400000
15000000,33118854
15000000,29145924
15000000,64232714
15000000,31070412
15000000,27709625
15000000,37336874
15000000,47721314
15000000,43111725
15000000,27469621
15000000,34820335
15000000,55669466
15000000,87950928
15000000,63954968
15000000,52189039
15000000,38574362
15000000,47011449
15000000,21896367
15000000,37466538
15000000,20688141
15000000,20704381
15000000,20601987
15000000,19344615
15000000,22165608
15000000,19014238
15000000,46189568
15000000,36068890
15000000,49876984
15000000,18260865
15000000,22018988
15000000,15136870
15000000,15364632
15000000,39238443
15000000,14249005
15000000,59168692
15000000,18524496
15000000,18889972
15000000,13248444
15000000,26170402
15000000,12801190
15000000,24403192
15000000,12669914
15000000,12970401
15000000,18144644
15000000,12419700
15000000,11614954
15000000,11156471
15000000,10763469
15000000,10513979
15000000,10845127
15000000,14811980
15000000,9934482
15000000,9579068
15000000,10951153
15000000,12262065
15000000,19153568
15000000,8921050
15000000,10055481
15000000,8735529
15000000,14933713
15000000,8667209
15000000,9203182
15000000,8224998
15000000,13300181
15000000,34533783
15000000,12394562
15000000,20785973
15000000,13316627
15000000,8767338
15000000,6563402
15000000,35106706
15000000,5217498
15000000,13454474
15000000,4956401
15000000,65167430
15000000,528731
15000000,5953886
15000000,1768976
15000000,240025
15000000,7885048
15000000,7583050
15000000,76382
15000000,1590246
15000000,61847
15000000,1148578
15000000,22723
15000000,22441
14600000,71112677
14500000,123580421
14500000,147542381
14500000,25480031
14400000,159157447
14200000,543306
14000000,432566361
14000000,320100000
14000000,383825427
14000000,139700000
14000000,239606210
14000000,70001698
14000000,155008909
14000000,75525718
14000000,102836002
14000000,82925064
14000000,125212904
14000000,185400000
14000000,49231674
14000000,72571864
14000000,35856053
14000000,35579177
14000000,34729091
14000000,34700000
14000000,87068472
14000000,30628981
14000000,115592104
14000000,27450453
14000000,25608779
14000000,25873145
14000000,25011000
14000000,21410546
14000000,19637147
14000000,30443277
14000000,15565357
14000000,22815460
14000000,15171475
14000000,15064948
14000000,14395874
14000000,13800000
14000000,16951798
14000000,13024170
14000000,13205411
14000000,12826644
14000000,58090525
14000000,20597806
14000000,10397365
14000000,11166615
14000000,6552255
14000000,22754472
14000000,14121177
14000000,12591270
14000000,4741987
14000000,37888043
14000000,5782198
13500000,29027914
13500000,33035736
13500000,11732088
13500000,6118683
13500000,93631744
13500000,892506
13400000,164247
13300000,7229933
13300000,39686345
13200000,54323210
13200000,23053354
13000000,123922370
13000000,331266710
13000000,122244329
13000000,99034125
13000000,137054597
13000000,73798736
13000000,62452927
13000000,95638592
13000000,57300000
13000000,118763442
13000000,53424681
13000000,49369899
13000000,49733545
13000000,50445860
13000000,73180297
13000000,44726644
13000000,54837234
13000000,42174545
13000000,60413950
13000000,28972187
13000000,27979399
13000000,27151490
13000000,27066941
13000000,34166572
13000000,26570048
13000000,42195766
13000000,57189408
13000000,38358392
13000000,32382381
13000000,22391450
13000000,35402802
13000000,18733666
13000000,33069303
13000000,19929123
13000000,16757163
13000000,36311350
13000000,14403891
13000000,67867998
13000000,109421911
13000000,11141213
13000000,10020081
13000000,121778347
13000000,8064972
13000000,42446455
13000000,7881335
13000000,6276869
13000000,5871603
13000000,5002310
13000000,8130727
13000000,5175088
13000000,12616995
13000000,3260555
13000000,13176612
13000000,3058380
13000000,24001573
13000000,2104439
13000000,19910624
13000000,23014027
13000000,14929184
13000000,2898225
13000000,1152117
13000000,2613717
13000000,6459183
13000000,17856688
13000000,1375635
13000000,2394619
13000000,509193
13000000,5453369
12500000,2272186
12500000,1612957
12500000,1412799
12500000,69826708
12500000,3931367
12500000,4027663
12500000,9376444
12500000,1100287
12300000,81972846
12000000,470700000
12000000,428214478
12000000,307166834
12000000,234723148
12000000,113373764
12000000,100916299
12000000,79817937
12000000,95800000
12000000,77063461
12000000,74433837
12000000,107217396
12000000,82497035
12000000,65532576
12000000,110989157
12000000,123681790
12000000,63118386
12000000,62500000
12000000,103028188
12000000,161456746
12000000,149159454
12000000,91244913
12000000,74727492
12000000,39012241
12000000,43353117
12000000,98963392
12000000,37400000
12000000,57000000
12000000,85450484
12000000,41924774
12000000,52223306
12000000,57577765
12000000,31286759
12000000,31222395
12000000,60000000
12000000,43924923
12000000,27972958
12000000,37584304
12000000,56131239
12000000,32700439
12000000,26001741
12000000,22921898
12000000,22750363
12000000,41744718
12000000,22673340
12000000,32909437
12000000,37989240
12000000,22730144
12000000,21867665
12000000,23059379
12000000,21089146
12000000,19000000
12000000,28915761
12000000,22978953
12000000,24761360
12000000,17322212
12000000,17292381
12000000,22750356
12000000,18460739
12000000,88538742
12000000,21398371
12000000,23477345
12000000,14010363
12000000,12905901
12000000,17475475
12000000,44200000
12000000,43153588
12000000,84970337
12000000,16221211
12000000,92863945
12000000,92618117
12000000,2104164
12000000,2062406
12000000,1779284
12000000,12034913
12000000,2975188
12000000,19278598
12000000,1188194
12000000,994790
12000000,1200346
12000000,557545
12000000,477693
12000000,4606284
12000000,1080362
12000000,7203439
12000000,220175
12000000,1513388
12000000,196857
12000000,310946
12000000,178287
12000000,622273
12000000,20122558
12000000,627538
12000000,6553186
12000000,87793
12000000,14616
11900000,24889436
11900000,81897
11900000,49451
11800000,254688898
11800000,42666442
11500000,57469850
11500000,105078449
11400000,29830239
11000000,775398007
11000000,148951992
11000000,112040388
11000000,129262388
11000000,274392880
11000000,81204830
11000000,85278712
11000000,52929168
11000000,78356170
11000000,49793054
11000000,97837138
11000000,46060861
11000000,83088295
11000000,76238901
11000000,62076141
11000000,39994347
11000000,44998252
11000000,58586407
11000000,31672000
11000000,53797409
11000000,69752402
11000000,25116103
11000000,41503089
11000000,21171695
11000000,20388920
11000000,20169934
11000000,56178935
11000000,14786394
11000000,13719474
11000000,13558739
11000000,32943247
11000000,19947280
11000000,21502976
11000000,17443529
11000000,9307166
11000000,9170214
10800000,118209778
10800000,484857330
10800000,2862544
10750000,32575443
10700000,121706019
10700000,184701598
10700000,31341183
10600000,34409206
10600000,261364
10500000,792962972
10500000,71863512
10500000,14140402
10500000,125169
10400000,1610194
10350000,174201661
10100000,10143618
10100000,18726300
10100000,1066555
10000000,255397089
10000000,225925989
10000000,187281115
10000000,158973685
10000000,85300000
10000000,163876815
10000000,118514727
10000000,91328463
10000000,90453550
10000000,172811971
10000000,63465522
10000000,135759694
10000000,63320521
10000000,92094360
10000000,52293000
10000000,120453155
10000000,50752337
10000000,78944998
10000000,68722848
10000000,134639780
10000000,81263489
10000000,65520633
10000000,40510111
10000000,50100000
10000000,41004412
10000000,104223315
10000000,58939035
10000000,37800000
10000000,37402877
10000000,44451470
10000000,36230219
10000000,36000000
10000000,68220952
10000000,35078864
10000000,61603136
10000000,63354114
10000000,33526835
10000000,89898869
10000000,33000000
10000000,62556228
10000000,32100816
10000000,33886017
10000000,93074616
10000000,43948865
10000000,51945949
10000000,38067218
10000000,83593107
10000000,30050028
10000000,51620593
10000000,30768449
10000000,29500000
10000000,29317886
10000000,68526687
10000000,34084228
10000000,38364855
10000000,54104225
10000000,40749230
10000000,49486874
10000000,25697647
10000000,25358996
10000000,19535005
10000000,16153000
10000000,17033556
10000000,16891011
10000000,28649556
10000000,15198912
10000000,15164492
10000000,15297318
10000000,34240572
10000000,27317872
10000000,40744960
10000000,13684949
10000000,16463241
10000000,18976477
10000000,17300838
10000000,12554569
10000000,44567606
10000000,11924041
10000000,19860259
10000000,11546543
10000000,12179708
10000000,28039038
10000000,10571408
10000000,10268749
10000000,13835130
10000000,26377558
10000000,10019109
10000000,21094974
10000000,9424052
10000000,31164747
10000000,12517379
10000000,8801940
10000000,8629895
10000000,14156753
10000000,7843145
10000000,17503828
10000000,21596074
10000000,8378853
10000000,11766959
10000000,14321070
10000000,11360665
10000000,7862131
10000000,8890094
10000000,8196226
10000000,6719864
10000000,8259753
10000000,6491969
10000000,6199310
10000000,6244618
10000000,33512260
10000000,6000000
10000000,8465845
10000000,7037886
10000000,29062674
10000000,5241315
10000000,15121528
10000000,4710507
10000000,4376820
10000000,4690802
10000000,6601992
10000000,4708127
10000000,9263940
10000000,12382122
10000000,4563080
10000000,5437126
10000000,3411755
10000000,3336053
10000000,3275585
10000000,6030047
10000000,3185717
10000000,5149131
10000000,3000000
10000000,3260179
10000000,2529395
10000000,2678525
10000000,2373937
10000000,11400000
10000000,3623609
10000000,6646669
10000000,3793739
10000000,42776032
10000000,630427
10000000,1165102
10000000,5045359
10000000,244465
10000000,290875
10000000,2151098
10000000,295750
10000000,173472
10000000,355919
10000000,150191
10000000,721108
10000000,248133
10000000,5950002
10000000,241719
10000000,42226657
10000000,126247
10000000,109383
10000000,106460
10000000,723388
10000000,91201
10000000,197901
10000000,47305
10000000,45779
10000000,19716
10000000,161097
10000000,11894
10000000,9069
10000000,1537479
10000000,17704131
10000000,247565
9900000,11310835
9900000,458054
9800000,17553055
9700000,36787044
9600000,6842580
9600000,5256839
9500000,59675307
9500000,111600000
9500000,14114000
9500000,305149461
9500000,5278632
9500000,119955
9400000,60000000
9400000,87226613
9400000,21817298
9300000,19571091
9300000,3080077
9200000,5806666
9200000,4199334
9200000,17155193
9100000,16517708
9000000,278754594
9000000,19096003
9000000,36588512
9000000,13075390
9000000,12512317
9000000,17462398
9000000,11125122
9000000,10176701
9000000,12898064
9000000,10642023
9000000,12657377
9000000,13061935
9000000,5680796
9000000,4934104
9000000,5512151
9000000,4333569
9000000,3438735
9000000,3134509
9000000,3922043
9000000,20395040
9000000,2000093
9000000,5865489
9000000,2548378
9000000,1069318
9000000,4313644
9000000,883887
9000000,461581
9000000,349618
9000000,7704357
9000000,208163
9000000,184255
9000000,148826
9000000,1635241
9000000,85527
9000000,14443
9000000,1242
8900000,22744132
8900000,3324131
8800000,328203506
8600000,32968648
8500000,51048435
8500000,77733867
8500000,47417251
8500000,68695443
8500000,43528634
8500000,50334418
8500000,32396366
8500000,122747755
8500000,29200000
8500000,22885836
8500000,23311293
8500000,15024232
8500000,17202854
8500000,20288774
8500000,10386814
8500000,7573551
8500000,17220091
8500000,4273372
8500000,3180252
8500000,30298347
8500000,198883
8470000,42355526
8400000,6831069
8300000,50827466
8300000,2598224
8300000,25670174
8300000,1353296
8250000,30028983
8200000,286214195
8000000,24474312
8000000,82000000
8000000,22549338
8000000,28876702
8000000,20036244
8000000,18959424
8000000,18090181
8000000,22591451
8000000,25621449
8000000,17394881
8000000,29937909
8000000,67755598
8000000,34270285
8000000,18828036
8000000,16585503
8000000,12740705
8000000,10629320
8000000,10763183
8000000,8864699
8000000,8279017
8000000,9266180
8000000,6632950
8000000,5696391
8000000,5656388
8000000,10192613
8000000,4714090
8000000,7298786
8000000,5706168
8000000,19891331
8000000,20005613
8000000,42376425
8000000,2275557
8000000,2256606
8000000,15752575
8000000,2455027
8000000,15644196
8000000,2476491
8000000,864797
8000000,700261
8000000,3582797
8000000,685780
8000000,590817
8000000,589308
8000000,973443
8000000,458232
8000000,867178
8000000,524747
8000000,10245743
8000000,456814
8000000,433732
8000000,2772511
8000000,146083
8000000,127188
8000000,5314194
8000000,3270974
8000000,2721534
8000000,17382693
8000000,143782
8000000,531139
8000000,3587191
8000000,446438
8000000,2000627
7900000,3129471
7800000,24021282
7700000,882290
7500000,1788324
7500000,38354
7400000,31187727
7400000,9443864
7303082,101173038
7300000,25397187
7300000,12023606
7200000,115999985
7200000,12678312
7200000,295492
7000000,231450102
7000000,268500000
7000000,170549753
7000000,201463574
7000000,85783567
7000000,79700000
7000000,138997923
7000000,92554209
7000000,40940662
7000000,40207064
7000000,38158601
7000000,161800000
7000000,35795319
7000000,47289758
7000000,55617866
7000000,56586901
7000000,49924079
7000000,26533200
7000000,47954473
7000000,57051053
7000000,25532388
7000000,25000000
7000000,36964656
7000000,51204567
7000000,23393939
7000000,97600000
7000000,20257000
7000000,19910002
7000000,19276267
7000000,18190831
7000000,33183642
7000000,20940428
7000000,36146087
7000000,16149180
7000000,14618727
7000000,14231669
7000000,15471229
7000000,17005466
7000000,10803211
7000000,13860078
7000000,30360570
7000000,10828305
7000000,28142379
7000000,8824553
7000000,8373585
7000000,10062896
7000000,7824358
7000000,25269040
7000000,16866928
7000000,5694308
7000000,5430822
7000000,5017971
7000000,4720371
7000000,4372561
7000000,3571624
7000000,7017859
7000000,2667084
7000000,2165637
7000000,2703821
7000000,2852759
7000000,1891936
7000000,17023121
7000000,10765283
7000000,1661464
7000000,1933829
6900000,41410568
6900000,44103982
6900000,7961889
6800000,16038343
6800000,927107
6800000,49526
6800000,9533964
6750000,6812530
6700000,223878
6600000,828
6537890,14319195
6500000,256862920
6500000,70712099
6500000,56215095
6500000,54215416
6500000,42488161
6500000,31899000
6500000,42178964
6500000,24103594
6500000,61294644
6500000,28383441
6500000,18110152
6500000,12376563
6500000,10155691
6500000,6425632
6500000,6568446
6500000,20412841
6500000,11745931
6500000,3027956
6500000,2025032
6500000,1744952
6500000,1038228
6500000,64148
6400000,78019031
6400000,79384539
6400000,3804977
6400000,8902141
6400000,4199874
6250000,20199663
6200000,52302978
6200000,23220079
6200000,9205924
6200000,37339594
6100000,2108367
6000000,387483897
6000000,137978395
6000000,129795554
6000000,221148959
6000000,102310711
6000000,102296454
6000000,51485382
6000000,43700971
6000000,42000000
6000000,39849764
6000000,56797392
6000000,27958191
6000000,46634275
6000000,26051619
6000000,25245925
6000000,25059640
6000000,34449356
6000000,23169837
6000000,24949770
6000000,22168359
6000000,39241323
6000000,20400000
6000000,21290079
6000000,20695413
6000000,8173486
6000000,6216897
6000000,8446952
6000000,21197454
6000000,10619770
6000000,6176114
6000000,15137932
6000000,21787233
6000000,4713059
6000000,4398989
6000000,6591365
6000000,7818479
6000000,3485383
6000000,3273588
6000000,3740030
6000000,3456602
6000000,3330012
6000000,2522928
6000000,1418304
6000000,11348205
6000000,1485002
6000000,1290920
6000000,18727440
6000000,773490
6000000,509424
6000000,408159
6000000,391942
6000000,267194
6000000,181798
6000000,13168809
6000000,119452
6000000,117796
6000000,90777
6000000,1673635
6000000,1365108
6000000,4316497
6000000,36497
6000000,437089
6000000,26007
6000000,13722
5952000,2120439
5900000,37831658
5900000,3910861
5800000,33398494
5800000,6800000
5800000,9662214
5800000,421021
5800000,15091
5700000,43044087
5700000,69582
5700000,86051320
5700000,731613
5600000,74566042
5600000,7009668
5600000,3281898
5600000,531806
5600000,14683763
5600000,18527766
5500000,159616327
5500000,61910507
5500000,50458356
5500000,36675932
5500000,41268579
5500000,15700000
5500000,18294883
5500000,12399772
5500000,44077249
5500000,8761608
5500000,5692941
5500000,4865000
5250000,20188740
5250000,786677
5250000,20097
5200000,2000000
5200000,1695126
5200000,11633427
5100000,9709597
5000000,374890034
5000000,252500135
5000000,207039844
5000000,152925093
5000000,161921515
5000000,148806510
5000000,98677816
5000000,125010260
5000000,142817992
5000000,103300632
5000000,61220784
5000000,44793222
5000000,100486616
5000000,58978477
5000000,56868677
5000000,41833347
5000000,36010330
5000000,34872033
5000000,38102988
5000000,64200321
5000000,90904854
5000000,28200000
5000000,44115496
5000000,60611845
5000000,42844516
5000000,26024453
5000000,38359310
5000000,39719431
5000000,25861249
5000000,32144262
5000000,27342246
5000000,23047939
5000000,109252972
5000000,26853810
5000000,41824066
5000000,23551286
5000000,21277770
5000000,20659423
5000000,19438638
5000000,19421271
5000000,23745772
5000000,25032000
5000000,41598366
5000000,17768757
5000000,26517819
5000000,26078500
5000000,17499242
5000000,16017403
5000000,22059211
5000000,15126948
5000000,15000000
5000000,14843425
5000000,19600000
5000000,14343976
5000000,31149251
5000000,19720203
5000000,33649881
5000000,29832586
5000000,15318257
5000000,13099931
5000000,12961389
5000000,12947763
5000000,12592907
5000000,18945682
5000000,12232628
5000000,17329337
5000000,22113075
5000000,11017403
5000000,11016959
5000000,10751126
5000000,10732909
5000000,5288136
5000000,40311842
5000000,10676073
5000000,4816142
5000000,9371036
5000000,4414753
5000000,7951247
5000000,4815890
5000000,15220308
5000000,46263525
5000000,3707583
5000000,4620399
5000000,4267808
5000000,3807503
5000000,3474221
5000000,5438120
5000000,12905107
5000000,2821010
5000000,6656705
5000000,6205034
